....................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
1/500 WER: 0.000000% (S/I/D) 0/0/0 | 8 5 3 | 8 5 3 
36/500 WER: 14.406780% (S/I/D) 0/0/0 | 2 5 1 | 2 5 1 
37/500 WER: 15.702479% (S/I/D) 2/0/0 | 3 4 3 | 2 4 2 
38/500 WER: 16.129032% (S/I/D) 1/0/0 | 2 3 3 | 2 2 3 
39/500 WER: 15.748031% (S/I/D) 0/0/0 | 8 5 3 | 8 5 3 
40/500 WER: 15.384615% (S/I/D) 0/0/0 | 8 11 5 | 8 11 5 
41/500 WER: 15.037594% (S/I/D) 0/0/0 | 3 8 3 | 3 8 3 
42/500 WER: 14.705882% (S/I/D) 0/0/0 | 3 6 9 | 3 6 9 
43/500 WER: 14.388489% (S/I/D) 0/0/0 | 3 7 2 | 3 7 2 
44/500 WER: 14.084507% (S/I/D) 0/0/0 | 1 1 2 | 1 1 2 
45/500 WER: 13.793103% (S/I/D) 0/0/0 | 1 10 3 | 1 10 3 
46/500 WER: 13.513514% (S/I/D) 0/0/0 | 1 6 7 | 1 6 7 
47/500 WER: 13.245033% (S/I/D) 0/0/0 | 5 8 8 | 5 8 8 
48/500 WER: 12.987013% (S/I/D) 0/0/0 | 5 10 6 | 5 10 6 
49/500 WER: 12.738854% (S/I/D) 0/0/0 | 5 7 6 | 5 7 6 
50/500 WER: 12.500000% (S/I/D) 0/0/0 | 5 4 9 | 5 4 9 
51/500 WER: 12.269939% (S/I/D) 0/0/0 | 5 2 10 | 5 2 10 
52/500 WER: 12.048193% (S/I/D) 0/0/0 | 9 1 11 | 9 1 11 
53/500 WER: 11.834320% (S/I/D) 0/0/0 | 9 9 6 | 9 9 6 
54/500 WER: 11.627907% (S/I/D) 0/0/0 | 10 8 9 | 10 8 9 
55/500 WER: 11.428571% (S/I/D) 0/0/0 | 10 10 1 | 10 10 1 
56/500 WER: 11.235955% (S/I/D) 0/0/0 | 10 4 9 | 10 4 9 
57/500 WER: 11.049724% (S/I/D) 0/0/0 | 10 2 10 | 10 2 10 
58/500 WER: 10.869565% (S/I/D) 0/0/0 | 6 8 1 | 6 8 1 
59/500 WER: 10.695187% (S/I/D) 0/0/0 | 6 4 1 | 6 4 1 
60/500 WER: 10.526316% (S/I/D) 0/0/0 | 7 8 6 | 7 8 6 
61/500 WER: 10.362694% (S/I/D) 0/0/0 | 7 4 6 | 7 4 6 
62/500 WER: 9.852217% (S/I/D) 0/0/0 | 10 11 11 8 9 3 2 5 5 4 | 10 11 11 8 9 3 2 5 5 4 
63/500 WER: 9.708738% (S/I/D) 0/0/0 | 4 8 4 | 4 8 4 
64/500 WER: 9.569378% (S/I/D) 0/0/0 | 4 4 3 | 4 4 3 
65/500 WER: 9.345794% (S/I/D) 0/0/0 | 2 3 4 1 9 | 2 3 4 1 9 
66/500 WER: 9.132420% (S/I/D) 0/0/0 | 7 10 5 6 8 | 7 10 5 6 8 
67/500 WER: 9.009009% (S/I/D) 0/0/0 | 11 8 7 | 11 8 7 
68/500 WER: 8.888889% (S/I/D) 0/0/0 | 11 3 5 | 11 3 5 
69/500 WER: 8.771930% (S/I/D) 0/0/0 | 11 9 11 | 11 9 11 
70/500 WER: 8.658009% (S/I/D) 0/0/0 | 11 7 3 | 11 7 3 
71/500 WER: 8.547009% (S/I/D) 0/0/0 | 11 11 1 | 11 11 1 
72/500 WER: 8.438819% (S/I/D) 0/0/0 | 2 1 3 | 2 1 3 
73/500 WER: 8.333333% (S/I/D) 0/0/0 | 2 5 1 | 2 5 1 
74/500 WER: 8.230453% (S/I/D) 0/0/0 | 2 4 2 | 2 4 2 
75/500 WER: 8.130081% (S/I/D) 0/0/0 | 2 2 3 | 2 2 3 
76/500 WER: 8.032129% (S/I/D) 0/0/0 | 8 5 3 | 8 5 3 
77/500 WER: 7.936508% (S/I/D) 0/0/0 | 8 11 5 | 8 11 5 
78/500 WER: 7.843137% (S/I/D) 0/0/0 | 3 8 3 | 3 8 3 
79/500 WER: 7.751938% (S/I/D) 0/0/0 | 3 6 9 | 3 6 9 
80/500 WER: 7.662835% (S/I/D) 0/0/0 | 3 7 2 | 3 7 2 
81/500 WER: 7.575758% (S/I/D) 0/0/0 | 1 1 2 | 1 1 2 
82/500 WER: 7.490637% (S/I/D) 0/0/0 | 1 10 3 | 1 10 3 
83/500 WER: 7.407407% (S/I/D) 0/0/0 | 1 6 7 | 1 6 7 
84/500 WER: 7.326007% (S/I/D) 0/0/0 | 5 8 8 | 5 8 8 
85/500 WER: 7.246377% (S/I/D) 0/0/0 | 5 10 6 | 5 10 6 
86/500 WER: 7.168459% (S/I/D) 0/0/0 | 5 7 6 | 5 7 6 
87/500 WER: 7.092199% (S/I/D) 0/0/0 | 5 4 9 | 5 4 9 
88/500 WER: 7.017544% (S/I/D) 0/0/0 | 5 2 10 | 5 2 10 
89/500 WER: 6.944444% (S/I/D) 0/0/0 | 9 1 11 | 9 1 11 
90/500 WER: 6.872852% (S/I/D) 0/0/0 | 9 9 6 | 9 9 6 
91/500 WER: 6.802721% (S/I/D) 0/0/0 | 10 8 9 | 10 8 9 
92/500 WER: 6.734007% (S/I/D) 0/0/0 | 10 10 1 | 10 10 1 
93/500 WER: 6.666667% (S/I/D) 0/0/0 | 10 4 9 | 10 4 9 
94/500 WER: 6.600660% (S/I/D) 0/0/0 | 10 2 10 | 10 2 10 
95/500 WER: 6.535948% (S/I/D) 0/0/0 | 6 8 1 | 6 8 1 
96/500 WER: 6.472492% (S/I/D) 0/0/0 | 6 4 1 | 6 4 1 
97/500 WER: 6.410256% (S/I/D) 0/0/0 | 7 8 6 | 7 8 6 
98/500 WER: 6.349206% (S/I/D) 0/0/0 | 7 4 6 | 7 4 6 
99/500 WER: 6.461538% (S/I/D) 1/0/0 | 10 8 9 6 3 6 10 3 7 4 | 10 8 9 6 3 6 11 3 7 4 
100/500 WER: 6.402439% (S/I/D) 0/0/0 | 4 8 4 | 4 8 4 
101/500 WER: 6.344411% (S/I/D) 0/0/0 | 4 4 3 | 4 4 3 
102/500 WER: 6.547619% (S/I/D) 1/0/0 | 10 3 4 1 9 | 11 3 4 1 9 
103/500 WER: 6.451613% (S/I/D) 0/0/0 | 7 10 5 6 8 | 7 10 5 6 8 
104/500 WER: 6.395349% (S/I/D) 0/0/0 | 11 8 7 | 11 8 7 
105/500 WER: 6.628242% (S/I/D) 1/0/0 | 10 3 5 | 11 3 5 
106/500 WER: 6.571429% (S/I/D) 0/0/0 | 11 9 11 | 11 9 11 
107/500 WER: 6.515581% (S/I/D) 0/0/0 | 11 7 3 | 11 7 3 
108/500 WER: 6.741573% (S/I/D) 1/0/0 | 10 11 1 | 11 11 1 
109/500 WER: 6.685237% (S/I/D) 0/0/0 | 2 1 3 | 2 1 3 
110/500 WER: 6.629834% (S/I/D) 0/0/0 | 2 5 1 | 2 5 1 
111/500 WER: 6.575342% (S/I/D) 0/0/0 | 2 4 2 | 2 4 2 
112/500 WER: 6.793478% (S/I/D) 1/0/0 | 3 2 3 | 2 2 3 
113/500 WER: 6.738544% (S/I/D) 0/0/0 | 8 5 3 | 8 5 3 
114/500 WER: 6.684492% (S/I/D) 0/0/0 | 8 11 5 | 8 11 5 
115/500 WER: 6.631300% (S/I/D) 0/0/0 | 3 8 3 | 3 8 3 
116/500 WER: 6.578947% (S/I/D) 0/0/0 | 3 6 9 | 3 6 9 
117/500 WER: 6.788512% (S/I/D) 1/0/0 | 3 7 3 | 3 7 2 
118/500 WER: 6.994819% (S/I/D) 1/0/0 | 1 1 3 | 1 1 2 
119/500 WER: 6.940874% (S/I/D) 0/0/0 | 1 10 3 | 1 10 3 
120/500 WER: 6.887755% (S/I/D) 0/0/0 | 1 6 7 | 1 6 7 
121/500 WER: 6.835443% (S/I/D) 0/0/0 | 5 10 6 | 5 10 6 
122/500 WER: 7.035176% (S/I/D) 0/0/1 | 5 7 6 9 | 5 7 6 
123/500 WER: 6.982544% (S/I/D) 0/0/0 | 5 4 9 | 5 4 9 
124/500 WER: 6.930693% (S/I/D) 0/0/0 | 5 2 10 | 5 2 10 
125/500 WER: 6.879607% (S/I/D) 0/0/0 | 9 1 11 | 9 1 11 
126/500 WER: 6.829268% (S/I/D) 0/0/0 | 9 9 6 | 9 9 6 
127/500 WER: 6.779661% (S/I/D) 0/0/0 | 10 8 9 | 10 8 9 
128/500 WER: 6.730769% (S/I/D) 0/0/0 | 10 10 1 | 10 10 1 
129/500 WER: 6.682578% (S/I/D) 0/0/0 | 10 4 9 | 10 4 9 
130/500 WER: 6.872038% (S/I/D) 1/0/0 | 10 11 9 | 10 11 10 
131/500 WER: 6.823529% (S/I/D) 0/0/0 | 6 8 1 | 6 8 1 
132/500 WER: 6.775701% (S/I/D) 0/0/0 | 6 4 1 | 6 4 1 
133/500 WER: 6.960557% (S/I/D) 1/0/0 | 7 8 2 | 7 8 6 
134/500 WER: 7.142857% (S/I/D) 1/0/0 | 7 4 3 | 7 4 6 
135/500 WER: 7.029478% (S/I/D) 0/0/0 | 1 4 7 3 3 11 4 | 1 4 7 3 3 11 4 
136/500 WER: 6.981982% (S/I/D) 0/0/0 | 4 8 4 | 4 8 4 
137/500 WER: 6.935123% (S/I/D) 0/0/0 | 4 4 3 | 4 4 3 
138/500 WER: 6.858407% (S/I/D) 0/0/0 | 2 3 4 1 9 | 2 3 4 1 9 
139/500 WER: 6.783370% (S/I/D) 0/0/0 | 7 10 5 6 8 | 7 10 5 6 8 
140/500 WER: 6.739130% (S/I/D) 0/0/0 | 11 8 7 | 11 8 7 
141/500 WER: 6.695464% (S/I/D) 0/0/0 | 11 3 5 | 11 3 5 
142/500 WER: 6.652361% (S/I/D) 0/0/0 | 11 9 11 | 11 9 11 
143/500 WER: 6.609808% (S/I/D) 0/0/0 | 11 7 3 | 11 7 3 
144/500 WER: 6.567797% (S/I/D) 0/0/0 | 11 11 1 | 11 11 1 
145/500 WER: 6.736842% (S/I/D) 1/0/0 | 3 1 3 | 2 1 3 
146/500 WER: 6.694561% (S/I/D) 0/0/0 | 2 5 1 | 2 5 1 
147/500 WER: 6.860707% (S/I/D) 1/0/0 | 2 4 3 | 2 4 2 
148/500 WER: 6.818182% (S/I/D) 0/0/0 | 2 2 3 | 2 2 3 
149/500 WER: 6.776181% (S/I/D) 0/0/0 | 8 5 3 | 8 5 3 
150/500 WER: 6.734694% (S/I/D) 0/0/0 | 8 11 5 | 8 11 5 
151/500 WER: 6.693712% (S/I/D) 0/0/0 | 3 8 3 | 3 8 3 
152/500 WER: 6.653226% (S/I/D) 0/0/0 | 3 6 9 | 3 6 9 
153/500 WER: 6.613226% (S/I/D) 0/0/0 | 3 7 2 | 3 7 2 
154/500 WER: 6.573705% (S/I/D) 0/0/0 | 1 10 3 | 1 10 3 
155/500 WER: 6.534653% (S/I/D) 0/0/0 | 1 6 7 | 1 6 7 
156/500 WER: 6.496063% (S/I/D) 0/0/0 | 5 8 8 | 5 8 8 
157/500 WER: 6.457926% (S/I/D) 0/0/0 | 5 10 6 | 5 10 6 
158/500 WER: 6.420233% (S/I/D) 0/0/0 | 5 7 6 | 5 7 6 
159/500 WER: 6.382979% (S/I/D) 0/0/0 | 5 4 9 | 5 4 9 
160/500 WER: 6.346154% (S/I/D) 0/0/0 | 5 2 10 | 5 2 10 
161/500 WER: 6.309751% (S/I/D) 0/0/0 | 9 1 11 | 9 1 11 
162/500 WER: 6.273764% (S/I/D) 0/0/0 | 9 9 6 | 9 9 6 
163/500 WER: 6.238185% (S/I/D) 0/0/0 | 10 8 9 | 10 8 9 
164/500 WER: 6.203008% (S/I/D) 0/0/0 | 10 10 1 | 10 10 1 
165/500 WER: 6.355140% (S/I/D) 1/0/0 | 10 4 1 | 10 4 9 
166/500 WER: 6.319703% (S/I/D) 0/0/0 | 6 8 1 | 6 8 1 
167/500 WER: 6.284658% (S/I/D) 0/0/0 | 6 4 1 | 6 4 1 
168/500 WER: 6.250000% (S/I/D) 0/0/0 | 7 8 6 | 7 8 6 
169/500 WER: 6.215722% (S/I/D) 0/0/0 | 7 4 6 | 7 4 6 
170/500 WER: 6.137184% (S/I/D) 0/0/0 | 10 8 9 11 1 8 10 | 10 8 9 11 1 8 10 
171/500 WER: 6.017699% (S/I/D) 0/0/0 | 10 8 9 6 3 6 7 11 3 7 4 | 10 8 9 6 3 6 7 11 3 7 4 
172/500 WER: 5.985915% (S/I/D) 0/0/0 | 4 8 4 | 4 8 4 
173/500 WER: 5.954466% (S/I/D) 0/0/0 | 4 4 3 | 4 4 3 
174/500 WER: 5.902778% (S/I/D) 0/0/0 | 2 3 4 1 9 | 2 3 4 1 9 
175/500 WER: 5.851979% (S/I/D) 0/0/0 | 7 5 10 6 8 | 7 5 10 6 8 
176/500 WER: 5.821918% (S/I/D) 0/0/0 | 11 8 7 | 11 8 7 
177/500 WER: 5.792164% (S/I/D) 0/0/0 | 11 3 5 | 11 3 5 
178/500 WER: 5.762712% (S/I/D) 0/0/0 | 11 9 11 | 11 9 11 
179/500 WER: 5.733558% (S/I/D) 0/0/0 | 11 7 3 | 11 7 3 
180/500 WER: 5.704698% (S/I/D) 0/0/0 | 11 11 1 | 11 11 1 
181/500 WER: 5.676127% (S/I/D) 0/0/0 | 2 1 3 | 2 1 3 
182/500 WER: 5.647841% (S/I/D) 0/0/0 | 2 5 1 | 2 5 1 
183/500 WER: 5.619835% (S/I/D) 0/0/0 | 2 4 2 | 2 4 2 
184/500 WER: 5.592105% (S/I/D) 0/0/0 | 2 2 3 | 2 2 3 
185/500 WER: 5.728314% (S/I/D) 0/0/1 | 8 5 3 5 | 8 5 3 
186/500 WER: 5.700326% (S/I/D) 0/0/0 | 8 11 5 | 8 11 5 
187/500 WER: 5.672609% (S/I/D) 0/0/0 | 3 8 3 | 3 8 3 
188/500 WER: 5.645161% (S/I/D) 0/0/0 | 3 6 9 | 3 6 9 
189/500 WER: 5.778491% (S/I/D) 1/0/0 | 3 7 3 | 3 7 2 
190/500 WER: 5.910543% (S/I/D) 1/0/0 | 1 1 3 | 1 1 2 
191/500 WER: 6.041335% (S/I/D) 1/0/0 | 7 10 3 | 1 10 3 
192/500 WER: 6.012658% (S/I/D) 0/0/0 | 1 6 7 | 1 6 7 
193/500 WER: 5.984252% (S/I/D) 0/0/0 | 5 8 8 | 5 8 8 
194/500 WER: 5.956113% (S/I/D) 0/0/0 | 5 10 6 | 5 10 6 
195/500 WER: 5.928237% (S/I/D) 0/0/0 | 5 7 6 | 5 7 6 
196/500 WER: 5.900621% (S/I/D) 0/0/0 | 5 4 9 | 5 4 9 
197/500 WER: 6.027821% (S/I/D) 1/0/0 | 5 3 10 | 5 2 10 
198/500 WER: 6.000000% (S/I/D) 0/0/0 | 9 1 11 | 9 1 11 
199/500 WER: 5.972435% (S/I/D) 0/0/0 | 9 9 6 | 9 9 6 
200/500 WER: 5.945122% (S/I/D) 0/0/0 | 10 8 9 | 10 8 9 
201/500 WER: 5.918058% (S/I/D) 0/0/0 | 10 10 1 | 10 10 1 
202/500 WER: 5.891239% (S/I/D) 0/0/0 | 10 4 9 | 10 4 9 
203/500 WER: 5.864662% (S/I/D) 0/0/0 | 10 2 10 | 10 2 10 
204/500 WER: 5.838323% (S/I/D) 0/0/0 | 6 8 1 | 6 8 1 
205/500 WER: 5.812221% (S/I/D) 0/0/0 | 6 4 1 | 6 4 1 
206/500 WER: 5.786350% (S/I/D) 0/0/0 | 7 8 6 | 7 8 6 
207/500 WER: 5.760709% (S/I/D) 0/0/0 | 7 4 6 | 7 4 6 
208/500 WER: 5.710102% (S/I/D) 0/0/0 | 7 1 8 8 1 3 | 7 1 8 8 1 3 
209/500 WER: 5.685131% (S/I/D) 0/0/0 | 4 4 3 | 4 4 3 
210/500 WER: 5.643994% (S/I/D) 0/0/0 | 11 3 4 1 9 | 11 3 4 1 9 
211/500 WER: 5.603448% (S/I/D) 0/0/0 | 7 10 5 6 8 | 7 10 5 6 8 
212/500 WER: 5.579399% (S/I/D) 0/0/0 | 11 8 7 | 11 8 7 
213/500 WER: 5.555556% (S/I/D) 0/0/0 | 11 3 5 | 11 3 5 
214/500 WER: 5.531915% (S/I/D) 0/0/0 | 11 9 11 | 11 9 11 
215/500 WER: 5.508475% (S/I/D) 0/0/0 | 11 7 3 | 11 7 3 
216/500 WER: 5.485232% (S/I/D) 0/0/0 | 11 11 1 | 11 11 1 
217/500 WER: 5.602241% (S/I/D) 1/0/0 | 3 1 3 | 2 1 3 
218/500 WER: 5.718271% (S/I/D) 1/0/0 | 3 5 1 | 2 5 1 
219/500 WER: 5.972222% (S/I/D) 2/0/0 | 3 4 3 | 2 4 2 
220/500 WER: 6.224066% (S/I/D) 2/0/0 | 3 3 3 | 2 2 3 
221/500 WER: 6.198347% (S/I/D) 0/0/0 | 8 5 3 | 8 5 3 
222/500 WER: 6.172840% (S/I/D) 0/0/0 | 8 11 5 | 8 11 5 
223/500 WER: 6.147541% (S/I/D) 0/0/0 | 3 8 3 | 3 8 3 
224/500 WER: 6.122449% (S/I/D) 0/0/0 | 3 6 9 | 3 6 9 
225/500 WER: 6.097561% (S/I/D) 0/0/0 | 3 7 2 | 3 7 2 
226/500 WER: 6.072874% (S/I/D) 0/0/0 | 1 1 2 | 1 1 2 
227/500 WER: 6.048387% (S/I/D) 0/0/0 | 1 10 3 | 1 10 3 
228/500 WER: 6.024096% (S/I/D) 0/0/0 | 1 6 7 | 1 6 7 
229/500 WER: 6.000000% (S/I/D) 0/0/0 | 5 8 8 | 5 8 8 
230/500 WER: 5.976096% (S/I/D) 0/0/0 | 5 10 6 | 5 10 6 
231/500 WER: 5.952381% (S/I/D) 0/0/0 | 5 7 6 | 5 7 6 
232/500 WER: 5.928854% (S/I/D) 0/0/0 | 5 4 9 | 5 4 9 
233/500 WER: 5.905512% (S/I/D) 0/0/0 | 5 2 10 | 5 2 10 
234/500 WER: 5.882353% (S/I/D) 0/0/0 | 9 1 11 | 9 1 11 
235/500 WER: 5.859375% (S/I/D) 0/0/0 | 9 9 6 | 9 9 6 
236/500 WER: 5.836576% (S/I/D) 0/0/0 | 10 8 9 | 10 8 9 
237/500 WER: 5.813953% (S/I/D) 0/0/0 | 10 10 1 | 10 10 1 
238/500 WER: 5.791506% (S/I/D) 0/0/0 | 10 4 9 | 10 4 9 
239/500 WER: 5.769231% (S/I/D) 0/0/0 | 10 2 10 | 10 2 10 
240/500 WER: 5.747126% (S/I/D) 0/0/0 | 6 8 1 | 6 8 1 
241/500 WER: 5.725191% (S/I/D) 0/0/0 | 6 4 1 | 6 4 1 
242/500 WER: 5.703422% (S/I/D) 0/0/0 | 7 8 6 | 7 8 6 
243/500 WER: 5.681818% (S/I/D) 0/0/0 | 7 4 6 | 7 4 6 
244/500 WER: 5.632040% (S/I/D) 0/0/0 | 3 10 10 5 4 8 10 | 3 10 10 5 4 8 10 
245/500 WER: 5.610973% (S/I/D) 0/0/0 | 4 8 4 | 4 8 4 
246/500 WER: 5.590062% (S/I/D) 0/0/0 | 4 4 3 | 4 4 3 
247/500 WER: 5.555556% (S/I/D) 0/0/0 | 2 3 4 1 9 | 2 3 4 1 9 
248/500 WER: 5.521472% (S/I/D) 0/0/0 | 7 10 5 6 8 | 7 10 5 6 8 
249/500 WER: 5.501222% (S/I/D) 0/0/0 | 11 8 7 | 11 8 7 
250/500 WER: 5.481121% (S/I/D) 0/0/0 | 11 3 5 | 11 3 5 
251/500 WER: 5.461165% (S/I/D) 0/0/0 | 11 9 11 | 11 9 11 
252/500 WER: 5.441354% (S/I/D) 0/0/0 | 11 7 3 | 11 7 3 
253/500 WER: 5.421687% (S/I/D) 0/0/0 | 11 11 1 | 11 11 1 
254/500 WER: 5.402161% (S/I/D) 0/0/0 | 2 1 3 | 2 1 3 
255/500 WER: 5.382775% (S/I/D) 0/0/0 | 2 5 1 | 2 5 1 
256/500 WER: 5.363528% (S/I/D) 0/0/0 | 2 4 2 | 2 4 2 
257/500 WER: 5.344418% (S/I/D) 0/0/0 | 2 2 3 | 2 2 3 
258/500 WER: 5.325444% (S/I/D) 0/0/0 | 8 5 3 | 8 5 3 
259/500 WER: 5.306604% (S/I/D) 0/0/0 | 8 11 5 | 8 11 5 
260/500 WER: 5.287897% (S/I/D) 0/0/0 | 3 8 3 | 3 8 3 
261/500 WER: 5.269321% (S/I/D) 0/0/0 | 3 6 9 | 3 6 9 
262/500 WER: 5.250875% (S/I/D) 0/0/0 | 3 7 2 | 3 7 2 
263/500 WER: 5.232558% (S/I/D) 0/0/0 | 1 1 2 | 1 1 2 
264/500 WER: 5.214368% (S/I/D) 0/0/0 | 1 10 3 | 1 10 3 
265/500 WER: 5.196305% (S/I/D) 0/0/0 | 1 6 7 | 1 6 7 
266/500 WER: 5.178366% (S/I/D) 0/0/0 | 5 8 8 | 5 8 8 
267/500 WER: 5.160550% (S/I/D) 0/0/0 | 5 10 6 | 5 10 6 
268/500 WER: 5.142857% (S/I/D) 0/0/0 | 5 7 6 | 5 7 6 
269/500 WER: 5.125285% (S/I/D) 0/0/0 | 5 4 9 | 5 4 9 
270/500 WER: 5.107832% (S/I/D) 0/0/0 | 5 2 10 | 5 2 10 
271/500 WER: 5.090498% (S/I/D) 0/0/0 | 9 1 11 | 9 1 11 
272/500 WER: 5.073281% (S/I/D) 0/0/0 | 9 9 6 | 9 9 6 
273/500 WER: 5.056180% (S/I/D) 0/0/0 | 10 8 9 | 10 8 9 
274/500 WER: 5.039194% (S/I/D) 0/0/0 | 10 10 1 | 10 10 1 
275/500 WER: 5.022321% (S/I/D) 0/0/0 | 10 4 9 | 10 4 9 
276/500 WER: 5.005562% (S/I/D) 0/0/0 | 10 2 10 | 10 2 10 
277/500 WER: 4.988914% (S/I/D) 0/0/0 | 6 8 1 | 6 8 1 
278/500 WER: 4.972376% (S/I/D) 0/0/0 | 6 4 1 | 6 4 1 
279/500 WER: 4.955947% (S/I/D) 0/0/0 | 7 8 6 | 7 8 6 
280/500 WER: 4.939627% (S/I/D) 0/0/0 | 7 4 6 | 7 4 6 
281/500 WER: 4.896627% (S/I/D) 0/0/0 | 10 8 9 7 3 2 9 1 | 10 8 9 7 3 2 9 1 
282/500 WER: 4.880694% (S/I/D) 0/0/0 | 4 8 4 | 4 8 4 
283/500 WER: 4.864865% (S/I/D) 0/0/0 | 4 4 3 | 4 4 3 
284/500 WER: 4.838710% (S/I/D) 0/0/0 | 2 3 4 1 9 | 2 3 4 1 9 
285/500 WER: 4.812834% (S/I/D) 0/0/0 | 7 10 5 6 8 | 7 10 5 6 8 
286/500 WER: 4.797441% (S/I/D) 0/0/0 | 11 8 7 | 11 8 7 
287/500 WER: 4.782147% (S/I/D) 0/0/0 | 11 3 5 | 11 3 5 
288/500 WER: 4.766949% (S/I/D) 0/0/0 | 11 9 11 | 11 9 11 
289/500 WER: 4.751848% (S/I/D) 0/0/0 | 11 7 3 | 11 7 3 
290/500 WER: 4.736842% (S/I/D) 0/0/0 | 11 11 1 | 11 11 1 
291/500 WER: 4.721931% (S/I/D) 0/0/0 | 2 1 3 | 2 1 3 
292/500 WER: 4.707113% (S/I/D) 0/0/0 | 2 5 1 | 2 5 1 
293/500 WER: 4.692388% (S/I/D) 0/0/0 | 2 4 2 | 2 4 2 
294/500 WER: 4.677755% (S/I/D) 0/0/0 | 2 2 3 | 2 2 3 
295/500 WER: 4.663212% (S/I/D) 0/0/0 | 8 5 3 | 8 5 3 
296/500 WER: 4.648760% (S/I/D) 0/0/0 | 8 11 5 | 8 11 5 
297/500 WER: 4.634398% (S/I/D) 0/0/0 | 3 8 3 | 3 8 3 
298/500 WER: 4.620123% (S/I/D) 0/0/0 | 3 6 9 | 3 6 9 
299/500 WER: 4.605937% (S/I/D) 0/0/0 | 3 7 2 | 3 7 2 
300/500 WER: 4.591837% (S/I/D) 0/0/0 | 1 1 2 | 1 1 2 
301/500 WER: 4.577823% (S/I/D) 0/0/0 | 1 10 3 | 1 10 3 
302/500 WER: 4.563895% (S/I/D) 0/0/0 | 1 6 7 | 1 6 7 
303/500 WER: 4.550051% (S/I/D) 0/0/0 | 5 8 8 | 5 8 8 
304/500 WER: 4.536290% (S/I/D) 0/0/0 | 5 10 6 | 5 10 6 
305/500 WER: 4.522613% (S/I/D) 0/0/0 | 5 7 6 | 5 7 6 
306/500 WER: 4.509018% (S/I/D) 0/0/0 | 5 4 9 | 5 4 9 
307/500 WER: 4.495504% (S/I/D) 0/0/0 | 5 2 10 | 5 2 10 
308/500 WER: 4.482072% (S/I/D) 0/0/0 | 9 1 11 | 9 1 11 
