1/500 WER: 0.000000% (S/I/D) 0/0/0 | 9 9 6 | 9 9 6 
25/500 WER: 6.896552% (S/I/D) 0/0/0 | 5 4 9 | 5 4 9 
26/500 WER: 6.666667% (S/I/D) 0/0/0 | 9 1 2 | 9 1 2 
27/500 WER: 6.451613% (S/I/D) 0/0/0 | 11 7 3 | 11 7 3 
28/500 WER: 6.250000% (S/I/D) 0/0/0 | 9 1 11 | 9 1 11 
29/500 WER: 6.060606% (S/I/D) 0/0/0 | 3 8 3 | 3 8 3 
30/500 WER: 5.882353% (S/I/D) 0/0/0 | 7 8 6 | 7 8 6 
31/500 WER: 5.714286% (S/I/D) 0/0/0 | 10 10 1 | 10 10 1 
32/500 WER: 5.555556% (S/I/D) 0/0/0 | 3 7 2 | 3 7 2 
33/500 WER: 5.405405% (S/I/D) 0/0/0 | 3 8 3 | 3 8 3 
34/500 WER: 5.263158% (S/I/D) 0/0/0 | 5 2 10 | 5 2 10 
35/500 WER: 7.438017% (S/I/D) 2/0/1 | 4 11 8 7 9 1 | 4 7 11 8 7 10 9 
36/500 WER: 7.258065% (S/I/D) 0/0/0 | 5 10 6 | 5 10 6 
37/500 WER: 7.086614% (S/I/D) 0/0/0 | 9 1 11 | 9 1 11 
38/500 WER: 6.923077% (S/I/D) 0/0/0 | 1 10 3 | 1 10 3 
39/500 WER: 6.766917% (S/I/D) 0/0/0 | 10 8 9 | 10 8 9 
40/500 WER: 6.617647% (S/I/D) 0/0/0 | 5 7 6 | 5 7 6 
41/500 WER: 6.474820% (S/I/D) 0/0/0 | 1 6 7 | 1 6 7 
42/500 WER: 6.338028% (S/I/D) 0/0/0 | 2 1 3 | 2 1 3 
43/500 WER: 6.081081% (S/I/D) 0/0/0 | 9 10 1 7 11 9 | 9 10 1 7 11 9 
44/500 WER: 5.960265% (S/I/D) 0/0/0 | 8 5 3 | 8 5 3 
45/500 WER: 5.844156% (S/I/D) 0/0/0 | 10 2 10 | 10 2 10 
46/500 WER: 5.732484% (S/I/D) 0/0/0 | 1 1 2 | 1 1 2 
47/500 WER: 5.625000% (S/I/D) 0/0/0 | 10 8 9 | 10 8 9 
48/500 WER: 6.134969% (S/I/D) 0/1/0 | 3 6 9 11 | 3 6 9 
49/500 WER: 6.024096% (S/I/D) 0/0/0 | 10 4 9 | 10 4 9 
50/500 WER: 5.917160% (S/I/D) 0/0/0 | 4 4 3 | 4 4 3 
51/500 WER: 5.813953% (S/I/D) 0/0/0 | 4 8 4 | 4 8 4 
52/500 WER: 5.714286% (S/I/D) 0/0/0 | 8 11 5 | 8 11 5 
53/500 WER: 5.617978% (S/I/D) 0/0/0 | 3 6 9 | 3 6 9 
54/500 WER: 5.524862% (S/I/D) 0/0/0 | 3 7 2 | 3 7 2 
55/500 WER: 5.434783% (S/I/D) 0/0/0 | 11 9 11 | 11 9 11 
56/500 WER: 5.347594% (S/I/D) 0/0/0 | 3 8 3 | 3 8 3 
57/500 WER: 5.263158% (S/I/D) 0/0/0 | 10 8 9 | 10 8 9 
58/500 WER: 5.181347% (S/I/D) 0/0/0 | 5 7 6 | 5 7 6 
59/500 WER: 6.122449% (S/I/D) 0/2/0 | 10 2 10 8 8 | 10 2 10 
60/500 WER: 6.030151% (S/I/D) 0/0/0 | 10 10 1 | 10 10 1 
61/500 WER: 6.435644% (S/I/D) 1/0/0 | 11 10 5 | 11 3 5 
62/500 WER: 6.341463% (S/I/D) 0/0/0 | 6 8 1 | 6 8 1 
63/500 WER: 6.250000% (S/I/D) 0/0/0 | 4 8 4 | 4 8 4 
64/500 WER: 6.046512% (S/I/D) 0/0/0 | 11 7 4 1 5 9 8 | 11 7 4 1 5 9 8 
65/500 WER: 5.963303% (S/I/D) 0/0/0 | 8 11 5 | 8 11 5 
66/500 WER: 5.829596% (S/I/D) 0/0/0 | 7 10 5 6 8 | 7 10 5 6 8 
67/500 WER: 5.752212% (S/I/D) 0/0/0 | 11 8 7 | 11 8 7 
68/500 WER: 5.676856% (S/I/D) 0/0/0 | 9 9 6 | 9 9 6 
69/500 WER: 5.603448% (S/I/D) 0/0/0 | 4 8 4 | 4 8 4 
70/500 WER: 5.485232% (S/I/D) 0/0/0 | 2 3 4 1 9 | 2 3 4 1 9 
71/500 WER: 5.416667% (S/I/D) 0/0/0 | 1 1 2 | 1 1 2 
72/500 WER: 5.349794% (S/I/D) 0/0/0 | 2 5 1 | 2 5 1 
73/500 WER: 5.284553% (S/I/D) 0/0/0 | 7 4 6 | 7 4 6 
74/500 WER: 5.622490% (S/I/D) 0/1/0 | 11 8 7 7 | 11 8 7 
75/500 WER: 5.555556% (S/I/D) 0/0/0 | 1 10 3 | 1 10 3 
76/500 WER: 5.882353% (S/I/D) 1/0/0 | 9 10 1 | 10 10 1 
77/500 WER: 5.813953% (S/I/D) 0/0/0 | 7 4 6 | 7 4 6 
78/500 WER: 6.130268% (S/I/D) 1/0/0 | 2 4 3 | 2 4 2 
79/500 WER: 6.060606% (S/I/D) 0/0/0 | 9 9 6 | 9 9 6 
80/500 WER: 5.992509% (S/I/D) 0/0/0 | 5 8 8 | 5 8 8 
81/500 WER: 5.925926% (S/I/D) 0/0/0 | 11 8 7 | 11 8 7 
82/500 WER: 5.860806% (S/I/D) 0/0/0 | 1 1 2 | 1 1 2 
83/500 WER: 5.797101% (S/I/D) 0/0/0 | 9 1 11 | 9 1 11 
84/500 WER: 5.734767% (S/I/D) 0/0/0 | 10 4 9 | 10 4 9 
85/500 WER: 5.673759% (S/I/D) 0/0/0 | 7 4 6 | 7 4 6 
86/500 WER: 5.614035% (S/I/D) 0/0/0 | 11 3 5 | 11 3 5 
87/500 WER: 6.250000% (S/I/D) 1/0/1 | 7 3 | 4 4 3 
88/500 WER: 6.185567% (S/I/D) 0/0/0 | 2 1 3 | 2 1 3 
89/500 WER: 6.122449% (S/I/D) 0/0/0 | 11 8 7 | 11 8 7 
90/500 WER: 6.397306% (S/I/D) 0/1/0 | 9 1 11 7 | 9 1 11 
91/500 WER: 6.333333% (S/I/D) 0/0/0 | 11 3 5 | 11 3 5 
92/500 WER: 6.270627% (S/I/D) 0/0/0 | 3 7 2 | 3 7 2 
93/500 WER: 6.209150% (S/I/D) 0/0/0 | 3 6 9 | 3 6 9 
94/500 WER: 6.148867% (S/I/D) 0/0/0 | 2 4 2 | 2 4 2 
95/500 WER: 6.089744% (S/I/D) 0/0/0 | 11 7 3 | 11 7 3 
96/500 WER: 6.031746% (S/I/D) 0/0/0 | 11 9 11 | 11 9 11 
97/500 WER: 5.974843% (S/I/D) 0/0/0 | 2 2 3 | 2 2 3 
98/500 WER: 5.919003% (S/I/D) 0/0/0 | 2 2 3 | 2 2 3 
99/500 WER: 5.864198% (S/I/D) 0/0/0 | 10 2 10 | 10 2 10 
100/500 WER: 5.810398% (S/I/D) 0/0/0 | 5 4 9 | 5 4 9 
101/500 WER: 5.757576% (S/I/D) 0/0/0 | 8 5 3 | 8 5 3 
102/500 WER: 5.671642% (S/I/D) 0/0/0 | 7 10 5 6 8 | 7 10 5 6 8 
103/500 WER: 5.621302% (S/I/D) 0/0/0 | 1 1 11 | 1 1 11 
104/500 WER: 5.539359% (S/I/D) 0/0/0 | 2 3 4 1 9 | 2 3 4 1 9 
105/500 WER: 5.491329% (S/I/D) 0/0/0 | 10 8 9 | 10 8 9 
106/500 WER: 5.444126% (S/I/D) 0/0/0 | 1 6 7 | 1 6 7 
107/500 WER: 5.397727% (S/I/D) 0/0/0 | 11 7 3 | 11 7 3 
108/500 WER: 5.352113% (S/I/D) 0/0/0 | 1 1 2 | 1 1 2 
109/500 WER: 5.307263% (S/I/D) 0/0/0 | 7 4 6 | 7 4 6 
110/500 WER: 5.263158% (S/I/D) 0/0/0 | 4 8 4 | 4 8 4 
111/500 WER: 5.219780% (S/I/D) 0/0/0 | 11 11 1 | 11 11 1 
112/500 WER: 5.149051% (S/I/D) 0/0/0 | 7 10 5 6 8 | 7 10 5 6 8 
113/500 WER: 5.107527% (S/I/D) 0/0/0 | 4 8 4 | 4 8 4 
114/500 WER: 5.066667% (S/I/D) 0/0/0 | 10 4 9 | 10 4 9 
115/500 WER: 5.026455% (S/I/D) 0/0/0 | 5 8 8 | 5 8 8 
116/500 WER: 4.986877% (S/I/D) 0/0/0 | 2 4 2 | 2 4 2 
117/500 WER: 4.947917% (S/I/D) 0/0/0 | 2 5 1 | 2 5 1 
118/500 WER: 4.909561% (S/I/D) 0/0/0 | 2 1 3 | 2 1 3 
119/500 WER: 4.871795% (S/I/D) 0/0/0 | 11 11 1 | 11 11 1 
120/500 WER: 4.834606% (S/I/D) 0/0/0 | 6 8 1 | 6 8 1 
121/500 WER: 4.797980% (S/I/D) 0/0/0 | 4 8 4 | 4 8 4 
122/500 WER: 5.012531% (S/I/D) 0/0/1 | 7 6 | 7 8 6 
123/500 WER: 4.975124% (S/I/D) 0/0/0 | 5 2 10 | 5 2 10 
124/500 WER: 5.185185% (S/I/D) 0/1/0 | 4 4 3 1 | 4 4 3 
125/500 WER: 5.147059% (S/I/D) 0/0/0 | 3 7 2 | 3 7 2 
126/500 WER: 5.109489% (S/I/D) 0/0/0 | 2 2 3 | 2 2 3 
127/500 WER: 5.314010% (S/I/D) 1/0/0 | 5 4 10 | 5 4 9 
128/500 WER: 5.275779% (S/I/D) 0/0/0 | 11 8 7 | 11 8 7 
129/500 WER: 5.238095% (S/I/D) 0/0/0 | 5 2 10 | 5 2 10 
130/500 WER: 5.140187% (S/I/D) 0/0/0 | 10 6 8 1 8 1 10 1 | 10 6 8 1 8 1 10 1 
131/500 WER: 5.299539% (S/I/D) 0/0/1 | 6 10 4 3 4 | 6 10 4 3 4 5 
132/500 WER: 5.263158% (S/I/D) 0/0/0 | 11 11 1 | 11 11 1 
133/500 WER: 5.227273% (S/I/D) 0/0/0 | 3 8 3 | 3 8 3 
134/500 WER: 5.191874% (S/I/D) 0/0/0 | 10 4 9 | 10 4 9 
135/500 WER: 5.156951% (S/I/D) 0/0/0 | 6 8 1 | 6 8 1 
136/500 WER: 5.122494% (S/I/D) 0/0/0 | 10 4 9 | 10 4 9 
137/500 WER: 5.088496% (S/I/D) 0/0/0 | 3 7 2 | 3 7 2 
138/500 WER: 5.054945% (S/I/D) 0/0/0 | 5 2 10 | 5 2 10 
139/500 WER: 5.021834% (S/I/D) 0/0/0 | 10 2 10 | 10 2 10 
140/500 WER: 4.967603% (S/I/D) 0/0/0 | 7 10 5 6 8 | 7 10 5 6 8 
141/500 WER: 4.935622% (S/I/D) 0/0/0 | 5 7 6 | 5 7 6 
142/500 WER: 4.904051% (S/I/D) 0/0/0 | 9 1 11 | 9 1 11 
143/500 WER: 4.872881% (S/I/D) 0/0/0 | 8 5 3 | 8 5 3 
144/500 WER: 4.771784% (S/I/D) 0/0/0 | 10 8 6 6 9 3 3 4 7 11 | 10 8 6 6 9 3 3 4 7 11 
145/500 WER: 4.742268% (S/I/D) 0/0/0 | 9 9 6 | 9 9 6 
146/500 WER: 4.713115% (S/I/D) 0/0/0 | 3 8 3 | 3 8 3 
147/500 WER: 4.684318% (S/I/D) 0/0/0 | 8 11 5 | 8 11 5 
148/500 WER: 4.655870% (S/I/D) 0/0/0 | 10 8 9 | 10 8 9 
149/500 WER: 4.627767% (S/I/D) 0/0/0 | 8 11 5 | 8 11 5 
150/500 WER: 4.600000% (S/I/D) 0/0/0 | 2 5 1 | 2 5 1 
151/500 WER: 4.572565% (S/I/D) 0/0/0 | 4 8 4 | 4 8 4 
152/500 WER: 4.743083% (S/I/D) 1/0/0 | 3 5 1 | 2 5 1 
153/500 WER: 4.715128% (S/I/D) 0/0/0 | 2 1 3 | 2 1 3 
154/500 WER: 4.882812% (S/I/D) 1/0/0 | 2 7 2 | 3 7 2 
155/500 WER: 4.854369% (S/I/D) 0/0/0 | 11 11 1 | 11 11 1 
156/500 WER: 4.826255% (S/I/D) 0/0/0 | 2 2 3 | 2 2 3 
157/500 WER: 4.798464% (S/I/D) 0/0/0 | 10 8 9 | 10 8 9 
158/500 WER: 4.770992% (S/I/D) 0/0/0 | 3 8 3 | 3 8 3 
159/500 WER: 4.743833% (S/I/D) 0/0/0 | 2 1 3 | 2 1 3 
160/500 WER: 4.716981% (S/I/D) 0/0/0 | 5 2 10 | 5 2 10 
161/500 WER: 4.690432% (S/I/D) 0/0/0 | 1 6 7 | 1 6 7 
162/500 WER: 4.664179% (S/I/D) 0/0/0 | 3 6 9 | 3 6 9 
163/500 WER: 4.638219% (S/I/D) 0/0/0 | 2 1 3 | 2 1 3 
164/500 WER: 4.612546% (S/I/D) 0/0/0 | 2 1 3 | 2 1 3 
165/500 WER: 4.587156% (S/I/D) 0/0/0 | 6 4 1 | 6 4 1 
166/500 WER: 4.744526% (S/I/D) 0/0/1 | 6 8 | 6 8 1 
167/500 WER: 4.718693% (S/I/D) 0/0/0 | 10 4 9 | 10 4 9 
168/500 WER: 4.693141% (S/I/D) 0/0/0 | 2 5 1 | 2 5 1 
169/500 WER: 4.667864% (S/I/D) 0/0/0 | 2 2 3 | 2 2 3 
170/500 WER: 4.821429% (S/I/D) 1/0/0 | 1 1 1 | 1 1 2 
171/500 WER: 4.795737% (S/I/D) 0/0/0 | 5 10 6 | 5 10 6 
172/500 WER: 4.946996% (S/I/D) 1/0/0 | 1 9 3 | 1 10 3 
173/500 WER: 4.920914% (S/I/D) 0/0/0 | 10 2 10 | 10 2 10 
174/500 WER: 4.895105% (S/I/D) 0/0/0 | 3 7 2 | 3 7 2 
175/500 WER: 4.869565% (S/I/D) 0/0/0 | 10 8 9 | 10 8 9 
176/500 WER: 4.844291% (S/I/D) 0/0/0 | 10 2 10 | 10 2 10 
177/500 WER: 4.819277% (S/I/D) 0/0/0 | 5 2 10 | 5 2 10 
178/500 WER: 4.794521% (S/I/D) 0/0/0 | 7 4 6 | 7 4 6 
179/500 WER: 4.770017% (S/I/D) 0/0/0 | 10 10 1 | 10 10 1 
180/500 WER: 5.084746% (S/I/D) 1/1/0 | 1 3 2 5 | 1 1 2 
181/500 WER: 5.059022% (S/I/D) 0/0/0 | 3 7 2 | 3 7 2 
182/500 WER: 5.033557% (S/I/D) 0/0/0 | 11 3 5 | 11 3 5 
183/500 WER: 5.008347% (S/I/D) 0/0/0 | 2 1 3 | 2 1 3 
184/500 WER: 4.983389% (S/I/D) 0/0/0 | 2 8 7 | 2 8 7 
185/500 WER: 4.909984% (S/I/D) 0/0/0 | 10 7 4 3 11 6 4 4 7 | 10 7 4 3 11 6 4 4 7 
186/500 WER: 4.885993% (S/I/D) 0/0/0 | 6 4 1 | 6 4 1 
187/500 WER: 4.862237% (S/I/D) 0/0/0 | 4 8 4 | 4 8 4 
188/500 WER: 4.838710% (S/I/D) 0/0/0 | 10 10 1 | 10 10 1 
189/500 WER: 4.800000% (S/I/D) 0/0/0 | 7 8 3 3 9 | 7 8 3 3 9 
190/500 WER: 4.777070% (S/I/D) 0/0/0 | 2 1 3 | 2 1 3 
191/500 WER: 4.754358% (S/I/D) 0/0/0 | 9 1 11 | 9 1 11 
192/500 WER: 4.731861% (S/I/D) 0/0/0 | 9 9 6 | 9 9 6 
193/500 WER: 4.709576% (S/I/D) 0/0/0 | 10 4 9 | 10 4 9 
194/500 WER: 4.687500% (S/I/D) 0/0/0 | 5 10 6 | 5 10 6 
195/500 WER: 4.665630% (S/I/D) 0/0/0 | 9 9 6 | 9 9 6 
196/500 WER: 4.643963% (S/I/D) 0/0/0 | 8 11 5 | 8 11 5 
197/500 WER: 4.622496% (S/I/D) 0/0/0 | 2 5 1 | 2 5 1 
198/500 WER: 4.601227% (S/I/D) 0/0/0 | 7 4 6 | 7 4 6 
199/500 WER: 4.885496% (S/I/D) 1/1/0 | 11 7 10 9 | 11 7 3 
200/500 WER: 4.863222% (S/I/D) 0/0/0 | 2 1 3 | 2 1 3 
201/500 WER: 4.841150% (S/I/D) 0/0/0 | 2 5 1 | 2 5 1 
202/500 WER: 4.819277% (S/I/D) 0/0/0 | 1 1 2 | 1 1 2 
203/500 WER: 4.947526% (S/I/D) 1/0/0 | 10 7 3 | 11 7 3 
204/500 WER: 4.925373% (S/I/D) 0/0/0 | 6 4 1 | 6 4 1 
205/500 WER: 4.903418% (S/I/D) 0/0/0 | 6 4 1 | 6 4 1 
206/500 WER: 4.881657% (S/I/D) 0/0/0 | 3 7 2 | 3 7 2 
207/500 WER: 4.860088% (S/I/D) 0/0/0 | 3 8 3 | 3 8 3 
208/500 WER: 4.838710% (S/I/D) 0/0/0 | 5 4 9 | 5 4 9 
209/500 WER: 4.817518% (S/I/D) 0/0/0 | 1 1 2 | 1 1 2 
210/500 WER: 4.796512% (S/I/D) 0/0/0 | 10 2 10 | 10 2 10 
211/500 WER: 4.775687% (S/I/D) 0/0/0 | 11 8 7 | 11 8 7 
212/500 WER: 4.864092% (S/I/D) 1/0/0 | 1 4 2 3 3 4 4 4 | 1 4 2 1 3 4 4 4 
213/500 WER: 4.843305% (S/I/D) 0/0/0 | 11 7 3 | 11 7 3 
214/500 WER: 4.822695% (S/I/D) 0/0/0 | 5 4 9 | 5 4 9 
215/500 WER: 4.802260% (S/I/D) 0/0/0 | 11 7 3 | 11 7 3 
216/500 WER: 4.781997% (S/I/D) 0/0/0 | 3 8 3 | 3 8 3 
217/500 WER: 4.761905% (S/I/D) 0/0/0 | 2 1 3 | 2 1 3 
218/500 WER: 4.741980% (S/I/D) 0/0/0 | 3 6 9 | 3 6 9 
219/500 WER: 4.722222% (S/I/D) 0/0/0 | 7 8 6 | 7 8 6 
220/500 WER: 4.702628% (S/I/D) 0/0/0 | 10 4 9 | 10 4 9 
221/500 WER: 4.683196% (S/I/D) 0/0/0 | 10 4 9 | 10 4 9 
222/500 WER: 4.663923% (S/I/D) 0/0/0 | 6 4 1 | 6 4 1 
223/500 WER: 4.644809% (S/I/D) 0/0/0 | 3 8 3 | 3 8 3 
224/500 WER: 4.625850% (S/I/D) 0/0/0 | 1 10 3 | 1 10 3 
225/500 WER: 4.607046% (S/I/D) 0/0/0 | 9 9 6 | 9 9 6 
226/500 WER: 4.588394% (S/I/D) 0/0/0 | 7 8 6 | 7 8 6 
227/500 WER: 4.569892% (S/I/D) 0/0/0 | 10 4 9 | 10 4 9 
228/500 WER: 4.539386% (S/I/D) 0/0/0 | 7 10 5 6 8 | 7 10 5 6 8 
229/500 WER: 4.654255% (S/I/D) 1/0/0 | 1 4 9 | 5 4 9 
230/500 WER: 4.623514% (S/I/D) 0/0/0 | 2 3 4 1 9 | 2 3 4 1 9 
231/500 WER: 4.736842% (S/I/D) 0/1/0 | 5 8 8 11 | 5 8 8 
232/500 WER: 4.718218% (S/I/D) 0/0/0 | 3 8 3 | 3 8 3 
233/500 WER: 4.699739% (S/I/D) 0/0/0 | 8 5 3 | 8 5 3 
234/500 WER: 4.681404% (S/I/D) 0/0/0 | 5 2 10 | 5 2 10 
235/500 WER: 4.663212% (S/I/D) 0/0/0 | 9 9 6 | 9 9 6 
236/500 WER: 4.645161% (S/I/D) 0/0/0 | 10 10 1 | 10 10 1 
237/500 WER: 4.627249% (S/I/D) 0/0/0 | 5 10 6 | 5 10 6 
238/500 WER: 4.609475% (S/I/D) 0/0/0 | 10 2 10 | 10 2 10 
239/500 WER: 4.591837% (S/I/D) 0/0/0 | 3 8 3 | 3 8 3 
240/500 WER: 4.574333% (S/I/D) 0/0/0 | 7 4 6 | 7 4 6 
241/500 WER: 4.556962% (S/I/D) 0/0/0 | 11 11 1 | 11 11 1 
242/500 WER: 4.665826% (S/I/D) 1/0/0 | 1 1 1 | 1 1 2 
243/500 WER: 4.648241% (S/I/D) 0/0/0 | 9 1 11 | 9 1 11 
244/500 WER: 4.630788% (S/I/D) 0/0/0 | 11 8 7 | 11 8 7 
245/500 WER: 4.613466% (S/I/D) 0/0/0 | 7 4 6 | 7 4 6 
246/500 WER: 4.596273% (S/I/D) 0/0/0 | 5 2 10 | 5 2 10 
247/500 WER: 4.579208% (S/I/D) 0/0/0 | 8 11 5 | 8 11 5 
248/500 WER: 4.562269% (S/I/D) 0/0/0 | 2 5 1 | 2 5 1 
249/500 WER: 4.545455% (S/I/D) 0/0/0 | 11 3 5 | 11 3 5 
250/500 WER: 4.528764% (S/I/D) 0/0/0 | 6 4 1 | 6 4 1 
251/500 WER: 4.512195% (S/I/D) 0/0/0 | 11 3 5 | 11 3 5 
252/500 WER: 4.495747% (S/I/D) 0/0/0 | 1 10 3 | 1 10 3 
253/500 WER: 4.600484% (S/I/D) 1/0/0 | 3 4 2 | 2 4 2 
254/500 WER: 4.583836% (S/I/D) 0/0/0 | 4 8 4 | 4 8 4 
255/500 WER: 4.567308% (S/I/D) 0/0/0 | 6 4 1 | 6 4 1 
256/500 WER: 4.550898% (S/I/D) 0/0/0 | 11 7 3 | 11 7 3 
257/500 WER: 4.534606% (S/I/D) 0/0/0 | 4 4 3 | 4 4 3 
258/500 WER: 4.507711% (S/I/D) 0/0/0 | 11 3 4 1 9 | 11 3 4 1 9 
259/500 WER: 4.491726% (S/I/D) 0/0/0 | 5 2 10 | 5 2 10 
260/500 WER: 4.593640% (S/I/D) 1/0/0 | 8 11 11 | 8 11 5 
261/500 WER: 4.577465% (S/I/D) 0/0/0 | 6 8 1 | 6 8 1 
262/500 WER: 4.561404% (S/I/D) 0/0/0 | 5 10 6 | 5 10 6 
263/500 WER: 4.534884% (S/I/D) 0/0/0 | 2 3 4 1 9 | 2 3 4 1 9 
264/500 WER: 4.519119% (S/I/D) 0/0/0 | 5 7 6 | 5 7 6 
265/500 WER: 4.618938% (S/I/D) 1/0/0 | 5 2 9 | 5 2 10 
266/500 WER: 4.718067% (S/I/D) 1/0/0 | 2 1 1 | 2 1 3 
267/500 WER: 4.931193% (S/I/D) 1/1/0 | 1 4 3 9 | 2 4 3 
268/500 WER: 4.914286% (S/I/D) 0/0/0 | 5 7 6 | 5 7 6 
269/500 WER: 4.897494% (S/I/D) 0/0/0 | 2 1 3 | 2 1 3 
270/500 WER: 4.994325% (S/I/D) 0/1/0 | 11 9 11 11 | 11 9 11 
271/500 WER: 5.090498% (S/I/D) 1/0/0 | 11 3 11 | 11 9 11 
272/500 WER: 5.073281% (S/I/D) 0/0/0 | 1 10 3 | 1 10 3 
273/500 WER: 5.056180% (S/I/D) 0/0/0 | 2 1 3 | 2 1 3 
274/500 WER: 5.039194% (S/I/D) 0/0/0 | 1 6 7 | 1 6 7 
275/500 WER: 5.022321% (S/I/D) 0/0/0 | 7 8 6 | 7 8 6 
276/500 WER: 5.005562% (S/I/D) 0/0/0 | 9 1 11 | 9 1 11 
277/500 WER: 4.988914% (S/I/D) 0/0/0 | 5 8 8 | 5 8 8 
278/500 WER: 4.972376% (S/I/D) 0/0/0 | 10 4 9 | 10 4 9 
279/500 WER: 4.955947% (S/I/D) 0/0/0 | 8 5 3 | 8 5 3 
280/500 WER: 4.939627% (S/I/D) 0/0/0 | 5 10 6 | 5 10 6 
281/500 WER: 4.912664% (S/I/D) 0/0/0 | 7 10 5 6 8 | 7 10 5 6 8 
282/500 WER: 4.896627% (S/I/D) 0/0/0 | 8 11 5 | 8 11 5 
283/500 WER: 4.880694% (S/I/D) 0/0/0 | 11 11 1 | 11 11 1 
284/500 WER: 4.864865% (S/I/D) 0/0/0 | 1 1 2 | 1 1 2 
285/500 WER: 4.849138% (S/I/D) 0/0/0 | 11 3 5 | 11 3 5 
286/500 WER: 4.940924% (S/I/D) 1/0/0 | 9 4 9 | 10 4 9 
287/500 WER: 4.925054% (S/I/D) 0/0/0 | 9 9 6 | 9 9 6 
288/500 WER: 4.909285% (S/I/D) 0/0/0 | 1 10 3 | 1 10 3 
289/500 WER: 4.893617% (S/I/D) 0/0/0 | 5 8 8 | 5 8 8 
290/500 WER: 4.878049% (S/I/D) 0/0/0 | 2 4 2 | 2 4 2 
291/500 WER: 4.862579% (S/I/D) 0/0/0 | 2 2 3 | 2 2 3 
292/500 WER: 4.847208% (S/I/D) 0/0/0 | 9 9 6 | 9 9 6 
293/500 WER: 4.831933% (S/I/D) 0/0/0 | 7 8 6 | 7 8 6 
294/500 WER: 4.806688% (S/I/D) 0/0/0 | 7 10 5 6 8 | 7 10 5 6 8 
295/500 WER: 4.791667% (S/I/D) 0/0/0 | 2 5 1 | 2 5 1 
296/500 WER: 4.776739% (S/I/D) 0/0/0 | 10 10 1 | 10 10 1 
297/500 WER: 4.865424% (S/I/D) 1/0/0 | 3 8 9 | 10 8 9 
298/500 WER: 4.953560% (S/I/D) 1/0/0 | 9 10 6 | 9 9 6 
299/500 WER: 4.938272% (S/I/D) 0/0/0 | 8 5 3 | 8 5 3 
300/500 WER: 4.923077% (S/I/D) 0/0/0 | 8 11 5 | 8 11 5 
301/500 WER: 4.907975% (S/I/D) 0/0/0 | 6 4 1 | 6 4 1 
302/500 WER: 4.892966% (S/I/D) 0/0/0 | 3 6 9 | 3 6 9 
303/500 WER: 4.979675% (S/I/D) 1/0/0 | 3 6 3 | 3 6 9 
304/500 WER: 4.964539% (S/I/D) 0/0/0 | 10 10 1 | 10 10 1 
305/500 WER: 4.949495% (S/I/D) 0/0/0 | 1 6 7 | 1 6 7 
306/500 WER: 4.934542% (S/I/D) 0/0/0 | 8 11 5 | 8 11 5 
307/500 WER: 5.020080% (S/I/D) 1/0/0 | 2 4 3 | 2 4 2 
308/500 WER: 5.105105% (S/I/D) 1/0/0 | 11 8 8 | 5 8 8 
309/500 WER: 5.089820% (S/I/D) 0/0/0 | 6 4 1 | 6 4 1 
